Test Summary
Block per die: ,200
Total VB (single unit) pages: ,36
Total Pages: ,7200
OP Size: ,14
Host write range: ,6315
Total Erase Count is: ,30571
Max Erase Count: ,158
Min Erase Count: ,148
Avg Erase Count: ,152.855000
Total GC Count is: ,0
Total Segmental GC Count is: ,0
Total WL Count is: ,2794
WAF is: ,1.099583

VB No,Valid Count,Erase Count
0,36,154
1,36,154
2,36,154
3,36,154
4,36,153
5,36,148
6,36,148
7,36,148
8,36,148
9,36,158
10,36,158
11,36,158
12,36,158
13,36,156
14,36,156
15,36,156
16,36,156
17,36,156
18,36,156
19,36,155
20,36,155
21,36,153
22,36,153
23,36,153
24,36,152
25,36,152
26,36,151
27,36,151
28,36,151
29,36,151
30,36,151
31,36,151
32,36,157
33,36,150
34,36,157
35,36,154
36,36,150
37,36,154
38,36,150
39,36,156
40,36,156
41,36,150
42,15,157
43,36,157
44,36,151
45,36,150
46,36,151
47,36,150
48,36,150
49,36,152
50,36,152
51,36,154
52,36,154
53,36,150
54,36,149
55,36,149
56,36,149
57,36,149
58,0,153
59,0,153
60,36,155
61,36,157
62,36,155
63,36,155
64,36,157
65,36,155
66,0,153
67,36,157
68,36,157
69,0,153
70,0,153
71,36,151
72,36,151
73,36,151
74,36,151
75,36,152
76,36,152
77,36,152
78,0,153
79,36,152
80,36,148
81,0,153
82,0,153
83,36,148
84,36,148
85,36,148
86,36,152
87,36,152
88,36,152
89,36,156
90,36,156
91,36,156
92,36,156
93,36,152
94,36,152
95,36,152
96,36,156
97,36,156
98,36,156
99,36,156
100,36,152
101,36,152
102,36,151
103,36,151
104,36,157
105,36,148
106,36,148
107,36,157
108,36,157
109,36,157
110,36,157
111,36,157
112,36,157
113,36,157
114,0,153
115,36,157
116,0,153
117,36,157
118,36,156
119,36,156
120,0,153
121,0,153
122,0,153
123,0,153
124,0,152
125,36,153
126,36,153
127,0,152
128,36,148
129,36,148
130,36,152
131,36,152
132,36,148
133,36,157
134,36,157
135,36,148
136,36,151
137,36,151
138,36,151
139,35,151
140,36,148
141,36,152
142,36,152
143,36,154
144,36,152
145,36,154
146,36,153
147,36,152
148,36,153
149,36,148
150,36,156
151,36,156
152,36,148
153,36,148
154,36,148
155,36,152
156,36,152
157,36,148
158,36,151
159,36,151
160,0,152
161,0,152
162,36,151
163,36,155
164,36,153
165,36,151
166,36,153
167,36,151
168,36,151
169,36,150
170,36,150
171,36,150
172,36,148
173,36,148
174,36,148
175,36,148
176,36,150
177,36,155
178,36,155
179,36,155
180,36,156
181,36,156
182,36,156
183,36,156
184,0,152
185,0,152
186,36,157
187,36,157
188,0,152
189,0,152
190,0,152
191,1,151
192,36,157
193,36,157
194,36,155
195,36,155
196,36,154
197,36,154
198,36,154
