Test Summary
Block per die: ,200
Total VB (single unit) pages: ,36
Total Pages: ,7200
OP Size: ,7
Host write range: ,6728
Total Erase Count is: ,1868888
Max Erase Count: ,9345
Min Erase Count: ,9344
Avg Erase Count: ,9344.440000
Total GC Count is: ,0
Total Segmental GC Count is: ,0
Total WL Count is: ,0
WAF is: ,1.000000

VB No,Valid Count,Erase Count
0,36,9345
1,36,9345
2,36,9345
3,36,9345
4,36,9345
5,36,9345
6,36,9345
7,36,9345
8,36,9345
9,36,9345
10,36,9345
11,36,9345
12,36,9345
13,36,9345
14,36,9345
15,36,9345
16,36,9345
17,36,9345
18,36,9345
19,36,9345
20,36,9345
21,36,9345
22,36,9345
23,36,9345
24,36,9345
25,36,9345
26,36,9345
27,36,9345
28,36,9345
29,36,9345
30,36,9345
31,36,9345
32,36,9345
33,36,9345
34,36,9345
35,36,9345
36,36,9345
37,36,9345
38,36,9345
39,36,9345
40,36,9345
41,36,9345
42,36,9345
43,36,9345
44,36,9345
45,36,9345
46,36,9345
47,36,9345
48,36,9345
49,36,9345
50,36,9345
51,36,9345
52,36,9345
53,36,9345
54,36,9345
55,36,9345
56,36,9345
57,36,9345
58,36,9345
59,36,9345
60,36,9345
61,36,9345
62,36,9345
63,36,9345
64,36,9345
65,36,9345
66,36,9345
67,36,9345
68,36,9345
69,36,9345
70,36,9345
71,36,9345
72,36,9345
73,36,9345
74,36,9345
75,28,9345
76,0,9345
77,0,9345
78,0,9345
79,0,9345
80,0,9345
81,0,9345
82,0,9345
83,0,9345
84,0,9345
85,0,9345
86,0,9345
87,0,9345
88,4,9344
89,36,9344
90,36,9344
91,36,9344
92,36,9344
93,36,9344
94,36,9344
95,36,9344
96,36,9344
97,36,9344
98,36,9344
99,36,9344
100,36,9344
101,36,9344
102,36,9344
103,36,9344
104,36,9344
105,36,9344
106,36,9344
107,36,9344
108,36,9344
109,36,9344
110,36,9344
111,36,9344
112,36,9344
113,36,9344
114,36,9344
115,36,9344
116,36,9344
117,36,9344
118,36,9344
119,36,9344
120,36,9344
121,36,9344
122,36,9344
123,36,9344
124,36,9344
125,36,9344
126,36,9344
127,36,9344
128,36,9344
129,36,9344
130,36,9344
131,36,9344
132,36,9344
133,36,9344
134,36,9344
135,36,9344
136,36,9344
137,36,9344
138,36,9344
139,36,9344
140,36,9344
141,36,9344
142,36,9344
143,36,9344
144,36,9344
145,36,9344
146,36,9344
147,36,9344
148,36,9344
149,36,9344
150,36,9344
151,36,9344
152,36,9344
153,36,9344
154,36,9344
155,36,9344
156,36,9344
157,36,9344
158,36,9344
159,36,9344
160,36,9344
161,36,9344
162,36,9344
163,36,9344
164,36,9344
165,36,9344
166,36,9344
167,36,9344
168,36,9344
169,36,9344
170,36,9344
171,36,9344
172,36,9344
173,36,9344
174,36,9344
175,36,9344
176,36,9344
177,36,9344
178,36,9344
179,36,9344
180,36,9344
181,36,9344
182,36,9344
183,36,9344
184,36,9344
185,36,9344
186,36,9344
187,36,9344
188,36,9344
189,36,9344
190,36,9344
191,36,9344
192,36,9344
193,36,9344
194,36,9344
195,36,9344
196,36,9344
197,36,9344
198,36,9344
199,36,9344


Physical Page Address,Logical Page Address,Data,LCA_Counts,Nand_WriteCounts,Valid_Page
0,4000,4000,10001,9346,1
1,4001,4001,10001,9346,1
2,4002,4002,10001,9346,1
3,4003,4003,10001,9346,1
4,4004,4004,10001,9346,1
5,4005,4005,10001,9346,1
6,4006,4006,10001,9346,1
7,4007,4007,10001,9346,1
8,4008,4008,10001,9346,1
9,4009,4009,10001,9346,1
10,4010,4010,10001,9346,1
11,4011,4011,10001,9346,1
12,4012,4012,10001,9346,1
13,4013,4013,10001,9346,1
14,4014,4014,10001,9346,1
15,4015,4015,10001,9346,1
16,4016,4016,10001,9346,1
17,4017,4017,10001,9346,1
18,4018,4018,10001,9346,1
19,4019,4019,10001,9346,1
20,4020,4020,10001,9346,1
21,4021,4021,10001,9346,1
22,4022,4022,10001,9346,1
23,4023,4023,10001,9346,1
24,4024,4024,10001,9346,1
25,4025,4025,10001,9346,1
26,4026,4026,10001,9346,1
27,4027,4027,10001,9346,1
28,4028,4028,10001,9346,1
29,4029,4029,10001,9346,1
30,4030,4030,10001,9346,1
31,4031,4031,10001,9346,1
32,4032,4032,10001,9346,1
33,4033,4033,10001,9346,1
34,4034,4034,10001,9346,1
35,4035,4035,10001,9346,1
36,4036,4036,10001,9346,1
37,4037,4037,10001,9346,1
38,4038,4038,10001,9346,1
39,4039,4039,10001,9346,1
40,4040,4040,10001,9346,1
41,4041,4041,10001,9346,1
42,4042,4042,10001,9346,1
43,4043,4043,10001,9346,1
44,4044,4044,10001,9346,1
45,4045,4045,10001,9346,1
46,4046,4046,10001,9346,1
47,4047,4047,10001,9346,1
48,4048,4048,10001,9346,1
49,4049,4049,10001,9346,1
50,4050,4050,10001,9346,1
51,4051,4051,10001,9346,1
52,4052,4052,10001,9346,1
53,4053,4053,10001,9346,1
54,4054,4054,10001,9346,1
55,4055,4055,10001,9346,1
56,4056,4056,10001,9346,1
57,4057,4057,10001,9346,1
58,4058,4058,10001,9346,1
59,4059,4059,10001,9346,1
60,4060,4060,10001,9346,1
61,4061,4061,10001,9346,1
62,4062,4062,10001,9346,1
63,4063,4063,10001,9346,1
64,4064,4064,10001,9346,1
65,4065,4065,10001,9346,1
66,4066,4066,10001,9346,1
67,4067,4067,10001,9346,1
68,4068,4068,10001,9346,1
69,4069,4069,10001,9346,1
70,4070,4070,10001,9346,1
71,4071,4071,10001,9346,1
72,4072,4072,10001,9346,1
73,4073,4073,10001,9346,1
74,4074,4074,10001,9346,1
75,4075,4075,10001,9346,1
76,4076,4076,10001,9346,1
77,4077,4077,10001,9346,1
78,4078,4078,10001,9346,1
79,4079,4079,10001,9346,1
80,4080,4080,10001,9346,1
81,4081,4081,10001,9346,1
82,4082,4082,10001,9346,1
83,4083,4083,10001,9346,1
84,4084,4084,10001,9346,1
85,4085,4085,10001,9346,1
86,4086,4086,10001,9346,1
87,4087,4087,10001,9346,1
88,4088,4088,10001,9346,1
89,4089,4089,10001,9346,1
90,4090,4090,10001,9346,1
91,4091,4091,10001,9346,1
92,4092,4092,10001,9346,1
93,4093,4093,10001,9346,1
94,4094,4094,10001,9346,1
95,4095,4095,10001,9346,1
96,4096,4096,10001,9346,1
97,4097,4097,10001,9346,1
98,4098,4098,10001,9346,1
99,4099,4099,10001,9346,1
100,4100,4100,10001,9346,1
101,4101,4101,10001,9346,1
102,4102,4102,10001,9346,1
103,4103,4103,10001,9346,1
104,4104,4104,10001,9346,1
105,4105,4105,10001,9346,1
106,4106,4106,10001,9346,1
107,4107,4107,10001,9346,1
108,4108,4108,10001,9346,1
109,4109,4109,10001,9346,1
110,4110,4110,10001,9346,1
111,4111,4111,10001,9346,1
112,4112,4112,10001,9346,1
113,4113,4113,10001,9346,1
114,4114,4114,10001,9346,1
115,4115,4115,10001,9346,1
116,4116,4116,10001,9346,1
117,4117,4117,10001,9346,1
118,4118,4118,10001,9346,1
119,4119,4119,10001,9346,1
120,4120,4120,10001,9346,1
121,4121,4121,10001,9346,1
122,4122,4122,10001,9346,1
123,4123,4123,10001,9346,1
124,4124,4124,10001,9346,1
125,4125,4125,10001,9346,1
126,4126,4126,10001,9346,1
127,4127,4127,10001,9346,1
128,4128,4128,10001,9346,1
129,4129,4129,10001,9346,1
130,4130,4130,10001,9346,1
131,4131,4131,10001,9346,1
132,4132,4132,10001,9346,1
133,4133,4133,10001,9346,1
134,4134,4134,10001,9346,1
135,4135,4135,10001,9346,1
136,4136,4136,10001,9346,1
137,4137,4137,10001,9346,1
138,4138,4138,10001,9346,1
139,4139,4139,10001,9346,1
140,4140,4140,10001,9346,1
141,4141,4141,10001,9346,1
142,4142,4142,10001,9346,1
143,4143,4143,10001,9346,1
144,4144,4144,10001,9346,1
145,4145,4145,10001,9346,1
146,4146,4146,10001,9346,1
147,4147,4147,10001,9346,1
148,4148,4148,10001,9346,1
149,4149,4149,10001,9346,1
150,4150,4150,10001,9346,1
151,4151,4151,10001,9346,1
152,4152,4152,10001,9346,1
153,4153,4153,10001,9346,1
154,4154,4154,10001,9346,1
155,4155,4155,10001,9346,1
156,4156,4156,10001,9346,1
157,4157,4157,10001,9346,1
158,4158,4158,10001,9346,1
159,4159,4159,10001,9346,1
160,4160,4160,10001,9346,1
161,4161,4161,10001,9346,1
162,4162,4162,10001,9346,1
163,4163,4163,10001,9346,1
164,4164,4164,10001,9346,1
165,4165,4165,10001,9346,1
166,4166,4166,10001,9346,1
167,4167,4167,10001,9346,1
168,4168,4168,10001,9346,1
169,4169,4169,10001,9346,1
170,4170,4170,10001,9346,1
171,4171,4171,10001,9346,1
172,4172,4172,10001,9346,1
173,4173,4173,10001,9346,1
174,4174,4174,10001,9346,1
175,4175,4175,10001,9346,1
176,4176,4176,10001,9346,1
177,4177,4177,10001,9346,1
178,4178,4178,10001,9346,1
179,4179,4179,10001,9346,1
180,4180,4180,10001,9346,1
181,4181,4181,10001,9346,1
182,4182,4182,10001,9346,1
183,4183,4183,10001,9346,1
184,4184,4184,10001,9346,1
185,4185,4185,10001,9346,1
186,4186,4186,10001,9346,1
187,4187,4187,10001,9346,1
188,4188,4188,10001,9346,1
189,4189,4189,10001,9346,1
190,4190,4190,10001,9346,1
191,4191,4191,10001,9346,1
192,4192,4192,10001,9346,1
193,4193,4193,10001,9346,1
194,4194,4194,10001,9346,1
195,4195,4195,10001,9346,1
196,4196,4196,10001,9346,1
197,4197,4197,10001,9346,1
198,4198,4198,10001,9346,1
199,4199,4199,10001,9346,1
200,4200,4200,10001,9346,1
201,4201,4201,10001,9346,1
202,4202,4202,10001,9346,1
203,4203,4203,10001,9346,1
204,4204,4204,10001,9346,1
205,4205,4205,10001,9346,1
206,4206,4206,10001,9346,1
207,4207,4207,10001,9346,1
208,4208,4208,10001,9346,1
209,4209,4209,10001,9346,1
210,4210,4210,10001,9346,1
211,4211,4211,10001,9346,1
212,4212,4212,10001,9346,1
213,4213,4213,10001,9346,1
214,4214,4214,10001,9346,1
215,4215,4215,10001,9346,1
216,4216,4216,10001,9346,1
217,4217,4217,10001,9346,1
218,4218,4218,10001,9346,1
219,4219,4219,10001,9346,1
220,4220,4220,10001,9346,1
221,4221,4221,10001,9346,1
222,4222,4222,10001,9346,1
223,4223,4223,10001,9346,1
224,4224,4224,10001,9346,1
225,4225,4225,10001,9346,1
226,4226,4226,10001,9346,1
227,4227,4227,10001,9346,1
228,4228,4228,10001,9346,1
229,4229,4229,10001,9346,1
230,4230,4230,10001,9346,1
231,4231,4231,10001,9346,1
232,4232,4232,10001,9346,1
233,4233,4233,10001,9346,1
234,4234,4234,10001,9346,1
235,4235,4235,10001,9346,1
236,4236,4236,10001,9346,1
237,4237,4237,10001,9346,1
238,4238,4238,10001,9346,1
239,4239,4239,10001,9346,1
240,4240,4240,10001,9346,1
241,4241,4241,10001,9346,1
242,4242,4242,10001,9346,1
243,4243,4243,10001,9346,1
244,4244,4244,10001,9346,1
245,4245,4245,10001,9346,1
246,4246,4246,10001,9346,1
247,4247,4247,10001,9346,1
248,4248,4248,10001,9346,1
249,4249,4249,10001,9346,1
250,4250,4250,10001,9346,1
251,4251,4251,10001,9346,1
252,4252,4252,10001,9346,1
253,4253,4253,10001,9346,1
254,4254,4254,10001,9346,1
255,4255,4255,10001,9346,1
256,4256,4256,10001,9346,1
257,4257,4257,10001,9346,1
258,4258,4258,10001,9346,1
259,4259,4259,10001,9346,1
260,4260,4260,10001,9346,1
261,4261,4261,10001,9346,1
262,4262,4262,10001,9346,1
263,4263,4263,10001,9346,1
264,4264,4264,10001,9346,1
265,4265,4265,10001,9346,1
266,4266,4266,10001,9346,1
267,4267,4267,10001,9346,1
268,4268,4268,10001,9346,1
269,4269,4269,10001,9346,1
270,4270,4270,10001,9346,1
271,4271,4271,10001,9346,1
272,4272,4272,10001,9346,1
273,4273,4273,10001,9346,1
274,4274,4274,10001,9346,1
275,4275,4275,10001,9346,1
276,4276,4276,10001,9346,1
277,4277,4277,10001,9346,1
278,4278,4278,10001,9346,1
279,4279,4279,10001,9346,1
280,4280,4280,10001,9346,1
281,4281,4281,10001,9346,1
282,4282,4282,10001,9346,1
283,4283,4283,10001,9346,1
284,4284,4284,10001,9346,1
285,4285,4285,10001,9346,1
286,4286,4286,10001,9346,1
287,4287,4287,10001,9346,1
288,4288,4288,10001,9346,1
289,4289,4289,10001,9346,1
290,4290,4290,10001,9346,1
291,4291,4291,10001,9346,1
292,4292,4292,10001,9346,1
293,4293,4293,10001,9346,1
294,4294,4294,10001,9346,1
295,4295,4295,10001,9346,1
296,4296,4296,10001,9346,1
297,4297,4297,10001,9346,1
298,4298,4298,10001,9346,1
299,4299,4299,10001,9346,1
300,4300,4300,10001,9346,1
301,4301,4301,10001,9346,1
302,4302,4302,10001,9346,1
303,4303,4303,10001,9346,1
304,4304,4304,10001,9346,1
305,4305,4305,10001,9346,1
306,4306,4306,10001,9346,1
307,4307,4307,10001,9346,1
308,4308,4308,10001,9346,1
309,4309,4309,10001,9346,1
310,4310,4310,10001,9346,1
311,4311,4311,10001,9346,1
312,4312,4312,10001,9346,1
313,4313,4313,10001,9346,1
314,4314,4314,10001,9346,1
315,4315,4315,10001,9346,1
316,4316,4316,10001,9346,1
317,4317,4317,10001,9346,1
318,4318,4318,10001,9346,1
319,4319,4319,10001,9346,1
320,4320,4320,10001,9346,1
321,4321,4321,10001,9346,1
322,4322,4322,10001,9346,1
323,4323,4323,10001,9346,1
324,4324,4324,10001,9346,1
325,4325,4325,10001,9346,1
326,4326,4326,10001,9346,1
327,4327,4327,10001,9346,1
328,4328,4328,10001,9346,1
329,4329,4329,10001,9346,1
330,4330,4330,10001,9346,1
331,4331,4331,10001,9346,1
332,4332,4332,10001,9346,1
333,4333,4333,10001,9346,1
334,4334,4334,10001,9346,1
335,4335,4335,10001,9346,1
336,4336,4336,10001,9346,1
337,4337,4337,10001,9346,1
338,4338,4338,10001,9346,1
339,4339,4339,10001,9346,1
340,4340,4340,10001,9346,1
341,4341,4341,10001,9346,1
342,4342,4342,10001,9346,1
343,4343,4343,10001,9346,1
344,4344,4344,10001,9346,1
345,4345,4345,10001,9346,1
346,4346,4346,10001,9346,1
347,4347,4347,10001,9346,1
348,4348,4348,10001,9346,1
349,4349,4349,10001,9346,1
350,4350,4350,10001,9346,1
351,4351,4351,10001,9346,1
352,4352,4352,10001,9346,1
353,4353,4353,10001,9346,1
354,4354,4354,10001,9346,1
355,4355,4355,10001,9346,1
356,4356,4356,10001,9346,1
357,4357,4357,10001,9346,1
358,4358,4358,10001,9346,1
359,4359,4359,10001,9346,1
360,4360,4360,10001,9346,1
361,4361,4361,10001,9346,1
362,4362,4362,10001,9346,1
363,4363,4363,10001,9346,1
364,4364,4364,10001,9346,1
365,4365,4365,10001,9346,1
366,4366,4366,10001,9346,1
367,4367,4367,10001,9346,1
368,4368,4368,10001,9346,1
369,4369,4369,10001,9346,1
370,4370,4370,10001,9346,1
371,4371,4371,10001,9346,1
372,4372,4372,10001,9346,1
373,4373,4373,10001,9346,1
374,4374,4374,10001,9346,1
375,4375,4375,10001,9346,1
376,4376,4376,10001,9346,1
377,4377,4377,10001,9346,1
378,4378,4378,10001,9346,1
379,4379,4379,10001,9346,1
380,4380,4380,10001,9346,1
381,4381,4381,10001,9346,1
382,4382,4382,10001,9346,1
383,4383,4383,10001,9346,1
384,4384,4384,10001,9346,1
385,4385,4385,10001,9346,1
386,4386,4386,10001,9346,1
387,4387,4387,10001,9346,1
388,4388,4388,10001,9346,1
389,4389,4389,10001,9346,1
390,4390,4390,10001,9346,1
391,4391,4391,10001,9346,1
392,4392,4392,10001,9346,1
393,4393,4393,10001,9346,1
394,4394,4394,10001,9346,1
395,4395,4395,10001,9346,1
396,4396,4396,10001,9346,1
397,4397,4397,10001,9346,1
398,4398,4398,10001,9346,1
399,4399,4399,10001,9346,1
400,4400,4400,10001,9346,1
401,4401,4401,10001,9346,1
402,4402,4402,10001,9346,1
403,4403,4403,10001,9346,1
404,4404,4404,10001,9346,1
405,4405,4405,10001,9346,1
406,4406,4406,10001,9346,1
407,4407,4407,10001,9346,1
408,4408,4408,10001,9346,1
409,4409,4409,10001,9346,1
410,4410,4410,10001,9346,1
411,4411,4411,10001,9346,1
412,4412,4412,10001,9346,1
413,4413,4413,10001,9346,1
414,4414,4414,10001,9346,1
415,4415,4415,10001,9346,1
416,4416,4416,10001,9346,1
417,4417,4417,10001,9346,1
418,4418,4418,10001,9346,1
419,4419,4419,10001,9346,1
420,4420,4420,10001,9346,1
421,4421,4421,10001,9346,1
422,4422,4422,10001,9346,1
