Test Summary
Block per die: ,200
Total VB (single unit) pages: ,36
Total Pages: ,7200
OP Size: ,14
Host write range: ,6315
Total Erase Count is: ,1754166
Max Erase Count: ,8771
Min Erase Count: ,8770
Avg Erase Count: ,8770.830000
Total GC Count is: ,0
Total Segmental GC Count is: ,0
Total WL Count is: ,0
WAF is: ,1.000000

VB No,Valid Count,Erase Count
0,36,8771
1,36,8771
2,36,8771
3,36,8771
4,36,8771
5,36,8771
6,36,8771
7,36,8771
8,36,8771
9,36,8771
10,36,8771
11,36,8771
12,36,8771
13,36,8771
14,36,8771
15,36,8771
16,36,8771
17,36,8771
18,36,8771
19,36,8771
20,36,8771
21,36,8771
22,36,8771
23,36,8771
24,36,8771
25,36,8771
26,36,8771
27,36,8771
28,36,8771
29,36,8771
30,36,8771
31,36,8771
32,36,8771
33,36,8771
34,36,8771
35,36,8771
36,36,8771
37,36,8771
38,36,8771
39,36,8771
40,36,8771
41,36,8771
42,36,8771
43,36,8771
44,36,8771
45,36,8771
46,36,8771
47,36,8771
48,36,8771
49,36,8771
50,36,8771
51,36,8771
52,36,8771
53,36,8771
54,36,8771
55,36,8771
56,36,8771
57,36,8771
58,36,8771
59,36,8771
60,36,8771
61,36,8771
62,36,8771
63,36,8771
64,36,8771
65,36,8771
66,36,8771
67,36,8771
68,36,8771
69,36,8771
70,36,8771
71,36,8771
72,36,8771
73,36,8771
74,36,8771
75,36,8771
76,36,8771
77,36,8771
78,36,8771
79,36,8771
80,36,8771
81,36,8771
82,36,8771
83,36,8771
84,36,8771
85,36,8771
86,36,8771
87,36,8771
88,36,8771
89,36,8771
90,36,8771
91,36,8771
92,36,8771
93,36,8771
94,36,8771
95,36,8771
96,36,8771
97,36,8771
98,36,8771
99,36,8771
100,36,8771
101,36,8771
102,36,8771
103,36,8771
104,36,8771
105,36,8771
106,36,8771
107,36,8771
108,36,8771
109,36,8771
110,36,8771
111,36,8771
112,36,8771
113,36,8771
114,36,8771
115,36,8771
116,36,8771
117,36,8771
118,36,8771
119,36,8771
120,36,8771
121,36,8771
122,36,8771
123,36,8771
124,36,8771
125,36,8771
126,36,8771
127,36,8771
128,36,8771
129,36,8771
130,36,8771
131,36,8771
132,36,8771
133,36,8771
134,36,8771
135,36,8771
136,36,8771
137,36,8771
138,36,8771
