Test Summary
Block per die: ,200
Total VB (single unit) pages: ,36
Total Pages: ,7200
OP Size: ,35
Host write range: ,5333
Total Erase Count is: ,14813
Max Erase Count: ,75
Min Erase Count: ,0
Avg Erase Count: ,74.065000
Total GC Count is: ,0
Total WL Count is: ,0
WAF is: ,1.000000

VB No,Valid Count,Erase Count
0,0,75
1,0,75
2,0,75
3,0,75
4,0,75
5,0,75
6,0,75
7,0,75
8,0,75
9,0,75
10,0,75
11,0,75
12,0,75
13,4,74
14,36,74
15,36,74
16,36,74
17,36,74
18,36,74
19,36,74
20,36,74
21,36,74
22,36,74
23,36,74
24,36,74
25,36,74
26,36,74
27,36,74
28,36,74
29,36,74
30,36,74
31,36,74
32,36,74
33,36,74
34,36,74
35,36,74
36,36,74
37,36,74
38,36,74
39,36,74
40,36,74
41,36,74
42,36,74
43,36,74
44,36,74
45,36,74
46,36,74
47,36,74
48,36,74
49,36,74
50,36,74
51,36,74
52,36,74
53,36,74
54,36,74
55,36,74
56,36,74
57,36,74
58,36,74
59,36,74
60,36,74
61,36,74
62,36,74
63,36,74
64,36,74
65,36,74
66,36,74
67,36,74
68,36,74
69,36,74
70,36,74
71,36,74
72,36,74
73,36,74
74,36,74
75,36,74
76,36,74
77,36,74
78,36,74
79,36,74
80,36,74
81,36,74
82,36,74
83,36,74
84,36,74
85,36,74
86,36,74
87,36,74
88,36,74
89,36,74
90,36,74
91,36,74
92,36,74
93,36,74
94,36,74
95,36,74
96,36,74
97,36,74
98,36,74
99,36,74
100,36,74
101,36,74
102,36,74
103,36,74
104,36,74
105,36,74
106,36,74
107,36,74
108,36,74
109,36,74
110,36,74
111,36,74
112,36,74
113,36,74
114,36,74
115,36,74
116,36,74
117,36,74
118,36,74
119,36,74
120,36,74
121,36,74
122,36,74
123,36,74
124,36,74
125,36,74
126,36,74
127,36,74
128,36,74
129,36,74
130,36,74
131,36,74
132,36,74
133,36,74
134,36,74
135,36,74
136,36,74
137,36,74
138,36,74
139,36,74
140,36,74
141,36,74
142,36,74
143,36,74
144,36,74
145,36,74
146,36,74
147,36,74
148,36,74
149,36,74
150,36,74
151,36,74
152,36,74
153,36,74
154,36,74
155,36,74
156,36,74
157,36,74
158,36,74
159,36,74
160,36,74
161,36,74
162,1,74
163,0,74
164,0,74
165,0,74
166,0,74
167,0,74
168,0,74
169,0,74
170,0,74
171,0,74
172,0,74
173,0,74
174,0,74
175,0,74
176,0,74
177,0,74
178,0,74
179,0,74
180,0,74
181,0,74
182,0,74
183,0,74
184,0,74
185,0,74
186,0,74
187,0,74
188,0,74
189,0,74
190,0,74
191,0,74
192,0,74
193,0,74
194,0,74
195,0,74
196,0,74
197,0,74
198,0,74
199,0,74


Physical Page Address,Logical Page Address,Data,LCA_Counts,Nand_WriteCounts,Valid_Page
0,4294967295,65535,65535,75,0
1,4294967295,65535,65535,75,0
2,4294967295,65535,65535,75,0
3,4294967295,65535,65535,75,0
4,4294967295,65535,65535,75,0
5,4294967295,65535,65535,75,0
6,4294967295,65535,65535,75,0
7,4294967295,65535,65535,75,0
8,4294967295,65535,65535,75,0
9,4294967295,65535,65535,75,0
10,4294967295,65535,65535,75,0
11,4294967295,65535,65535,75,0
12,4294967295,65535,65535,75,0
13,4294967295,65535,65535,75,0
14,4294967295,65535,65535,75,0
15,4294967295,65535,65535,75,0
16,4294967295,65535,65535,75,0
17,4294967295,65535,65535,75,0
18,4294967295,65535,65535,75,0
19,4294967295,65535,65535,75,0
20,4294967295,65535,65535,75,0
21,4294967295,65535,65535,75,0
22,4294967295,65535,65535,75,0
23,4294967295,65535,65535,75,0
24,4294967295,65535,65535,75,0
25,4294967295,65535,65535,75,0
26,4294967295,65535,65535,75,0
