Test Summary
Block per die: ,2000
Total VB (single unit) pages: ,36
Total Pages: ,72000
OP Size: ,14
Host write range: ,63157
Total Erase Count is: ,3578923
Max Erase Count: ,70212
Min Erase Count: ,0
Avg Erase Count: ,1789.461500
Total GC Count is: ,0
Total Segmental GC Count is: ,0
Total WL Count is: ,70201
WAF is: ,1.019998

VB No,Valid Count,Erase Count
0,0,70212
1,36,1756
2,36,1756
3,36,1756
4,36,1756
5,36,1756
6,36,1756
7,36,1756
8,36,1756
9,36,1756
10,36,1756
11,36,1756
12,36,1756
13,36,1756
14,36,1756
15,36,1756
16,36,1756
17,36,1756
18,36,1756
19,36,1756
20,36,1756
21,36,1756
22,36,1756
23,36,1756
24,36,1756
25,36,1756
26,36,1756
27,36,1756
28,36,1756
29,36,1756
30,36,1756
31,36,1756
32,36,1756
33,36,1756
34,36,1756
35,36,1756
36,36,1756
37,36,1756
38,36,1756
39,36,1756
40,36,1756
41,36,1756
42,36,1756
43,36,1756
44,36,1756
45,36,1756
46,36,1756
47,36,1756
48,36,1756
49,36,1756
50,36,1756
51,36,1756
52,36,1756
53,36,1756
54,36,1756
55,36,1756
56,36,1756
57,36,1756
58,36,1756
59,36,1756
60,36,1756
61,36,1756
62,36,1756
63,36,1756
64,36,1756
65,36,1756
66,36,1756
67,36,1756
68,36,1756
69,36,1756
70,36,1756
71,36,1756
72,36,1756
73,36,1756
74,36,1756
75,36,1756
76,36,1756
77,36,1756
78,36,1756
79,36,1756
80,36,1756
81,36,1756
82,36,1756
83,36,1756
84,36,1756
85,36,1756
86,36,1756
87,36,1756
88,36,1756
89,36,1756
90,36,1756
91,36,1756
92,36,1756
93,36,1756
94,36,1756
95,36,1756
96,36,1756
97,36,1756
98,36,1756
99,36,1756
100,36,1756
101,36,1756
102,36,1756
103,36,1756
104,36,1756
105,36,1756
106,36,1756
107,36,1756
108,36,1756
109,36,1756
110,36,1756
111,36,1756
112,36,1756
113,36,1756
114,36,1756
115,36,1756
116,36,1756
117,36,1756
118,36,1756
119,36,1756
120,36,1756
121,36,1756
122,36,1756
123,36,1756
124,36,1756
125,36,1756
126,36,1756
127,36,1756
128,36,1756
129,36,1756
130,36,1756
131,36,1756
132,36,1756
133,36,1756
134,36,1756
135,36,1756
136,36,1756
137,36,1756
138,36,1756
139,36,1756
140,36,1756
141,36,1756
142,36,1756
143,36,1756
144,36,1756
145,36,1756
146,36,1756
147,36,1756
148,36,1756
149,36,1756
150,36,1756
151,36,1756
152,36,1756
153,36,1756
154,36,1756
155,36,1756
156,36,1756
157,36,1756
158,36,1756
159,36,1756
160,36,1756
161,36,1756
162,36,1756
163,36,1756
164,36,1756
165,36,1756
166,36,1756
167,36,1756
168,36,1756
169,36,1756
170,36,1756
171,36,1756
172,36,1756
173,36,1756
174,36,1756
175,36,1756
176,36,1756
177,36,1756
178,36,1756
179,36,1756
180,36,1756
181,36,1756
182,36,1756
183,36,1756
184,36,1756
185,36,1756
186,36,1756
187,36,1756
188,36,1756
189,36,1756
190,36,1756
191,36,1756
192,36,1756
193,36,1756
194,36,1756
195,36,1756
196,36,1756
197,36,1756
198,36,1756
199,36,1756
200,36,1756
201,36,1756
202,36,1756
203,36,1756
204,36,1756
205,36,1756
206,36,1756
207,36,1756
208,36,1756
209,36,1756
210,36,1756
211,36,1756
212,36,1756
213,36,1756
214,36,1756
215,36,1756
216,36,1756
217,36,1756
218,36,1756
219,36,1756
220,36,1756
221,36,1756
222,21,1756
223,0,1756
224,0,1756
225,0,1756
226,0,1756
227,0,1756
228,0,1756
229,0,1756
230,0,1756
231,0,1756
232,0,1756
233,0,1756
234,0,1756
235,0,1756
236,0,1756
237,0,1756
238,0,1756
239,0,1756
240,0,1756
241,0,1756
242,0,1756
243,0,1756
244,0,1756
245,0,1756
246,0,1756
247,0,1756
248,0,1756
249,0,1756
250,0,1756
251,0,1756
252,0,1756
253,0,1756
254,0,1756
255,0,1756
256,0,1756
257,0,1756
258,0,1756
259,0,1756
260,0,1756
261,0,1756
262,0,1756
263,0,1756
264,0,1756
265,0,1756
266,0,1756
267,0,1756
268,0,1756
269,0,1756
270,0,1756
271,0,1756
272,0,1756
273,0,1756
274,0,1756
275,0,1756
276,0,1756
277,0,1756
278,0,1756
279,0,1756
280,0,1756
281,0,1756
282,0,1756
283,0,1756
284,0,1756
285,0,1756
286,0,1756
287,0,1756
288,0,1756
289,0,1756
290,0,1756
291,0,1756
292,0,1756
293,0,1756
294,0,1756
295,0,1756
296,0,1756
297,0,1756
298,0,1756
299,0,1756
300,0,1756
301,0,1756
302,0,1756
303,0,1756
304,0,1756
305,0,1756
306,0,1756
307,0,1756
308,0,1756
309,0,1756
310,0,1756
311,0,1756
312,0,1756
313,0,1756
314,0,1756
315,0,1756
316,0,1756
317,0,1756
318,0,1756
319,0,1756
320,0,1756
321,0,1756
322,0,1756
323,0,1756
324,0,1756
325,0,1756
326,0,1756
327,0,1756
328,0,1756
329,0,1756
330,0,1756
331,0,1756
332,0,1756
333,0,1756
334,0,1756
335,0,1756
336,0,1756
337,0,1756
338,0,1756
339,0,1756
340,0,1756
341,0,1756
342,0,1756
343,0,1756
344,0,1756
345,0,1756
346,0,1756
347,0,1756
348,0,1756
349,0,1756
350,0,1756
351,0,1756
352,0,1756
353,0,1756
354,0,1756
355,0,1756
356,0,1756
357,0,1756
358,0,1756
359,0,1756
360,0,1756
361,0,1756
362,0,1756
363,0,1756
364,0,1756
365,0,1756
366,0,1756
367,0,1756
368,0,1756
369,0,1756
370,0,1756
371,0,1756
372,0,1756
373,0,1756
374,0,1756
375,0,1756
376,0,1756
377,0,1756
378,0,1756
379,0,1756
380,0,1756
381,0,1756
382,0,1756
383,0,1756
384,0,1756
