Test Summary
Block per die: ,2000
Total VB (single unit) pages: ,36
Total Pages: ,72000
OP Size: ,7
Host write range: ,67289
Total Erase Count is: ,21528
Max Erase Count: ,23
Min Erase Count: ,0
Avg Erase Count: ,10.764000
Total GC Count is: ,5370
Total Segmental GC Count is: ,48913
Total WL Count is: ,267
WAF is: ,3.168148

VB No,Valid Count,Erase Count
0,36,20
1,33,19
2,28,21
3,33,21
4,28,19
5,36,16
6,33,19
7,33,20
8,34,21
9,30,20
10,36,21
11,29,21
12,35,21
13,30,21
14,30,21
15,29,21
16,36,13
17,30,19
18,36,14
19,35,21
20,34,20
21,35,22
22,36,21
23,36,13
24,29,20
25,35,20
26,36,17
27,32,22
28,36,18
29,31,20
30,36,16
31,36,21
32,33,20
33,36,11
34,36,21
35,36,19
36,28,21
37,36,17
38,28,19
39,36,22
40,34,18
41,30,20
42,32,19
43,34,21
44,36,15
45,29,21
46,29,20
47,32,21
48,36,13
49,36,11
50,31,21
51,36,16
52,36,17
53,36,17
54,34,21
55,30,19
56,33,21
57,35,21
58,32,21
59,34,21
60,33,21
61,33,20
62,32,18
63,36,11
64,36,20
65,28,21
66,34,18
67,29,20
68,36,20
69,36,18
70,36,11
71,32,20
72,36,20
73,36,21
74,30,22
75,36,11
76,33,21
77,34,21
78,36,20
79,36,18
80,32,20
81,36,21
82,36,16
83,28,21
84,32,19
85,30,18
86,32,19
87,36,22
88,34,22
89,31,20
90,36,16
91,31,18
92,29,21
93,36,16
94,28,19
95,36,19
96,36,13
97,34,20
98,32,20
99,35,21
100,28,21
101,36,13
102,31,17
103,29,21
104,35,22
105,30,20
106,29,18
107,36,23
108,31,18
109,30,19
110,36,13
111,31,18
112,36,18
113,29,21
114,29,21
115,36,21
116,31,20
117,28,20
118,34,19
119,36,21
120,35,21
121,33,21
122,32,20
123,36,18
124,29,21
125,30,19
126,36,21
127,36,18
128,30,19
129,36,22
130,28,20
131,30,21
132,31,22
133,33,21
134,36,20
135,36,13
136,36,21
137,30,21
138,28,21
139,36,13
140,36,21
141,33,21
142,28,21
143,33,21
144,36,20
145,36,14
146,36,20
147,30,21
148,36,18
149,34,21
150,28,17
151,32,19
152,30,19
153,36,18
154,36,16
155,36,21
156,33,20
157,35,22
158,28,18
159,29,21
160,28,18
161,36,11
162,36,12
163,30,20
164,36,11
165,28,20
166,29,21
167,31,21
168,36,12
169,29,21
170,36,11
171,29,21
172,36,15
173,36,17
174,29,20
175,32,22
176,36,19
177,36,14
178,36,18
179,30,20
180,35,21
181,36,15
182,36,10
183,29,20
184,31,19
185,36,12
186,33,20
187,36,22
188,35,21
189,31,21
190,36,16
191,33,21
192,36,17
193,36,12
194,36,20
195,28,21
196,36,18
197,30,20
198,36,18
199,30,21
200,36,22
201,36,21
202,32,21
203,32,21
204,28,18
205,36,20
206,35,21
207,34,19
208,35,19
209,2,22
210,36,21
211,36,17
212,36,12
213,36,22
214,36,22
215,36,20
216,34,19
217,31,21
218,33,20
219,36,12
220,36,22
221,30,20
222,34,22
223,36,20
224,35,22
225,36,11
226,35,21
227,34,21
228,36,18
229,34,20
230,36,21
231,30,18
232,36,12
233,29,18
234,36,21
235,31,21
236,36,20
237,29,20
238,36,13
239,36,20
240,36,22
241,36,19
242,35,22
243,30,18
244,36,14
245,32,20
246,36,20
247,34,21
248,31,20
249,32,21
250,30,21
251,32,20
252,36,19
253,36,20
254,33,21
255,28,19
256,36,16
257,29,19
258,36,14
259,36,12
260,36,15
261,35,21
262,30,20
263,36,13
264,36,21
265,32,21
266,36,21
267,0,22
268,30,22
269,36,15
270,36,17
271,36,11
272,29,20
273,28,19
274,36,13
275,33,20
276,31,21
277,36,10
278,36,20
279,33,19
280,30,21
281,35,20
282,36,11
283,36,17
284,36,20
285,31,20
286,32,21
287,36,12
288,0,22
289,33,20
290,28,20
291,36,22
292,36,19
293,30,20
294,36,15
295,36,17
296,36,16
297,32,22
298,29,20
299,35,21
300,36,22
301,35,22
302,36,10
303,36,11
304,36,19
305,36,20
306,32,21
307,36,22
308,30,21
309,28,21
310,35,20
311,36,21
312,36,13
313,31,18
314,32,19
315,28,21
316,32,18
317,36,13
318,36,12
319,36,21
320,32,19
321,33,21
322,33,21
323,36,16
324,36,21
325,36,21
326,35,21
327,36,14
328,32,21
329,36,16
330,28,18
331,36,15
332,30,21
333,30,19
334,28,21
335,36,19
336,28,19
337,28,19
338,33,21
339,30,20
340,36,14
341,36,22
342,32,20
343,36,22
344,35,20
345,28,21
346,36,14
347,30,20
348,36,20
349,36,19
350,36,12
351,36,16
352,28,19
353,36,11
354,36,15
355,28,21
356,36,21
357,32,20
358,35,22
359,35,20
360,36,19
361,30,22
362,31,21
363,36,16
364,29,20
365,36,10
366,28,20
367,35,19
368,36,21
369,36,12
370,31,20
371,34,20
372,30,22
373,34,21
374,35,19
375,0,22
376,36,18
377,36,16
378,30,21
379,36,21
380,36,16
381,32,21
382,34,18
383,36,19
384,36,21
385,35,20
386,33,21
387,36,18
388,36,15
389,34,17
390,36,13
391,30,22
392,36,20
393,32,21
394,28,20
395,34,19
396,32,21
397,29,20
398,36,21
399,30,20
400,34,20
401,28,19
402,30,18
403,36,11
404,36,21
405,30,20
406,29,20
407,36,20
408,32,21
409,36,22
410,32,20
411,36,12
412,28,20
413,28,21
414,34,21
415,36,22
416,35,20
417,36,20
418,35,20
419,36,11
420,34,19
421,36,21
422,29,19
423,33,21
424,31,21
425,36,17
426,28,20
427,36,14
428,30,18
429,36,21
430,30,19
431,36,18
432,33,20
433,28,19
434,29,20
435,35,22
436,36,17
437,36,20
438,34,21
439,36,18
440,33,20
441,28,20
442,36,22
443,36,14
444,32,19
445,36,18
446,28,20
447,36,22
448,36,11
449,30,20
450,28,18
451,34,22
452,29,20
453,36,21
454,36,19
455,36,21
456,35,22
457,30,20
458,29,21
459,25,21
460,31,22
461,36,12
462,31,21
463,35,20
464,36,22
465,35,21
466,36,22
467,30,21
468,30,20
469,36,18
470,36,11
471,32,22
472,34,21
473,36,20
474,32,21
475,36,21
476,32,22
477,31,20
478,36,21
479,31,17
480,33,19
481,32,21
482,33,20
483,35,22
484,34,21
485,32,19
486,36,19
487,36,15
488,36,12
489,33,20
490,34,21
491,35,19
492,28,19
493,36,17
494,30,20
495,36,16
496,29,21
497,31,21
498,28,20
499,33,21
500,36,20
501,28,18
502,32,20
503,34,20
504,36,20
505,29,22
506,28,18
507,33,20
508,29,19
509,29,19
510,29,20
511,31,21
512,31,20
513,33,21
514,33,22
515,28,19
516,36,23
517,28,19
518,34,19
519,31,20
520,28,20
521,0,22
522,34,21
523,28,20
524,30,19
525,29,20
526,31,20
527,32,21
528,28,11
529,35,20
530,36,18
531,30,18
532,35,22
533,36,21
534,31,20
535,36,15
536,36,20
537,36,21
538,33,19
539,33,21
540,35,20
541,36,12
542,36,13
543,36,21
544,33,21
545,31,18
546,28,21
547,29,21
548,34,21
549,28,20
550,34,22
551,30,21
552,32,21
553,36,14
554,34,19
555,36,15
556,36,14
557,28,17
558,32,20
559,36,15
560,31,17
561,32,21
562,31,19
563,35,21
564,36,19
565,28,21
566,36,22
567,36,14
568,35,18
569,29,20
570,19,20
571,36,15
572,36,12
573,28,19
574,30,20
575,34,20
576,34,19
577,30,19
578,30,20
579,31,18
580,29,19
581,36,22
582,34,19
583,28,20
584,36,11
585,30,21
586,36,13
587,34,22
588,28,21
589,28,21
590,36,13
591,36,15
592,29,21
593,28,19
594,36,21
595,36,13
596,36,15
597,28,21
598,36,22
599,36,11
600,33,20
601,33,20
602,29,21
603,36,20
604,36,17
605,36,20
606,31,22
607,34,21
608,28,21
609,34,20
610,30,20
611,30,20
612,36,14
613,29,20
614,30,20
615,30,21
616,28,21
617,36,18
618,36,22
619,36,22
620,36,19
621,29,20
622,28,21
623,29,19
624,35,19
625,36,19
626,31,20
627,36,21
628,31,19
629,29,20
630,29,20
631,31,20
632,36,22
633,30,21
634,28,20
635,36,20
636,28,20
637,34,22
638,36,17
639,36,11
640,36,20
641,30,20
642,36,14
643,34,22
644,35,21
645,36,21
646,35,22
647,28,18
648,36,18
649,33,21
650,36,21
651,32,20
652,30,21
653,34,21
654,36,22
655,36,19
656,28,20
657,28,20
658,36,13
659,34,20
660,30,18
661,32,19
662,30,19
663,33,19
664,36,20
665,30,20
666,36,18
667,36,15
668,36,20
669,33,20
670,36,21
671,30,21
672,36,22
673,36,17
674,36,12
675,33,21
676,34,22
677,36,15
678,28,20
679,29,21
680,28,20
681,36,20
682,36,13
683,28,19
684,36,11
685,36,14
686,36,14
687,30,21
688,36,21
689,36,15
690,36,19
691,35,21
692,30,21
693,31,21
694,36,16
695,36,12
696,34,22
697,36,19
698,36,18
699,32,21
700,35,20
701,35,20
702,36,18
703,28,19
704,32,19
705,36,18
706,36,19
707,32,21
708,29,20
709,30,20
710,34,21
711,31,21
712,31,20
713,28,20
714,29,17
715,36,17
716,36,17
717,30,21
718,29,18
719,36,22
720,34,21
721,28,19
722,29,20
723,32,19
724,36,15
725,34,21
726,36,17
727,36,17
728,32,19
729,36,20
730,34,20
731,32,20
732,30,20
733,31,21
734,36,16
735,28,20
736,29,21
737,34,20
738,30,18
739,29,19
740,30,19
741,34,21
742,33,20
743,36,14
744,36,21
745,36,13
746,36,18
747,29,20
748,29,21
749,36,14
750,32,20
751,28,20
752,32,21
753,36,20
754,32,21
755,30,20
756,31,20
757,36,11
758,29,21
759,36,12
760,34,20
761,35,21
762,30,20
763,36,22
764,32,21
765,36,20
766,28,20
767,30,21
768,28,20
769,30,20
770,35,19
771,33,20
772,28,19
773,36,11
774,33,19
775,35,22
776,31,21
777,36,13
778,36,19
779,33,18
780,29,19
781,32,20
782,30,20
783,29,20
784,36,15
785,35,20
786,36,21
787,36,22
788,33,20
789,30,18
790,33,22
791,36,20
792,29,20
793,36,19
794,31,19
795,30,18
796,32,20
797,36,22
798,35,20
799,32,19
800,36,14
801,36,21
802,30,18
803,29,22
804,31,20
805,34,20
806,32,21
807,36,15
808,31,20
809,31,17
810,29,20
811,32,20
812,28,20
813,36,18
814,30,20
815,36,17
816,28,18
817,28,18
818,28,18
819,30,22
820,33,19
821,34,21
822,36,20
823,30,20
824,31,20
825,33,21
826,34,19
